# timestamp(s) tx ty tz qx qy qz qw
4.770000000 -13.000000 13.000000 0.997670 0.000000 0.000000 0.000000 1.000000
4.775000000 -13.000000 13.000000 0.997534 0.000000 0.000000 0.000000 1.000000
4.780000000 -13.000000 13.000000 0.997401 0.000000 0.000000 0.000000 1.000000
4.785000000 -13.000000 13.000000 0.997272 0.000000 0.000000 0.000000 1.000000
4.790000000 -13.000000 13.000000 0.997146 0.000000 0.000000 0.000000 1.000000
4.795000000 -13.000000 13.000000 0.997023 0.000000 0.000000 0.000000 1.000000
4.800000000 -13.000000 13.000000 0.996904 0.000000 0.000000 0.000000 1.000000
4.805000000 -13.000000 13.000000 0.996788 0.000000 0.000000 0.000000 1.000000
4.810000000 -13.000000 13.000000 0.996676 0.000000 0.000000 0.000000 1.000000
4.815000000 -13.000000 13.000000 0.996567 0.000000 0.000000 0.000000 1.000000
4.820000000 -13.000000 13.000000 0.996460 0.000000 0.000000 0.000000 1.000000
4.825000000 -13.000000 13.000000 0.996357 0.000000 0.000000 0.000000 1.000000
4.830000000 -13.000000 13.000000 0.996257 0.000000 0.000000 0.000000 1.000000
4.835000000 -13.000000 13.000000 0.996160 0.000000 0.000000 0.000000 1.000000
4.840000000 -13.000000 13.000000 0.996066 0.000000 0.000000 0.000000 1.000000
4.845000000 -13.000000 13.000000 0.995974 0.000000 0.000000 0.000000 1.000000
4.850000000 -13.000000 13.000000 0.995886 0.000000 0.000000 0.000000 1.000000
4.855000000 -13.000000 13.000000 0.995800 0.000000 0.000000 0.000000 1.000000
4.860000000 -13.000000 13.000000 0.995717 0.000000 0.000000 0.000000 1.000000
4.865000000 -13.000000 13.000000 0.995637 0.000000 0.000000 0.000000 1.000000
4.870000000 -13.000000 13.000000 0.995560 0.000000 0.000000 0.000000 1.000000
4.875000000 -13.000000 13.000000 0.995485 0.000000 0.000000 0.000000 1.000000
4.880000000 -13.000000 13.000000 0.995412 0.000000 0.000000 0.000000 1.000000
4.885000000 -13.000000 13.000000 0.995342 0.000000 0.000000 0.000000 1.000000
4.890000000 -13.000000 13.000000 0.995275 0.000000 0.000000 0.000000 1.000000
4.895000000 -13.000000 13.000000 0.995210 0.000000 0.000000 0.000000 1.000000
4.900000000 -13.000000 13.000000 0.995148 0.000000 0.000000 0.000000 1.000000
4.905000000 -13.000000 13.000000 0.995088 0.000000 0.000000 0.000000 1.000000
4.910000000 -13.000000 13.000000 0.995030 0.000000 0.000000 0.000000 1.000000
4.915000000 -13.000000 13.000000 0.994974 0.000000 0.000000 0.000000 1.000000
4.920000000 -13.000000 13.000000 0.994921 0.000000 0.000000 0.000000 1.000000
